pIC50,pIC50_std,smiles
9.455931956,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cnc3occc3c2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
6.160522407,0.000888836,CC(C)(C)OC(=O)NC(Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1
6.160522407,0.000888836,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1
5.804100348,,Cc1ccc(cc1)-c1c(C(CC(C)(C)C)C(O)=O)c(C)nc2sc3CCCCc3c12
4.70158362,,Cn1nc(nc2c1nc(=O)n(C)c2=O)-c1ccc(Cl)cc1
4.619066138,0.043396336,CCCOc1ccc(cc1)-c1nnc(o1)-c1ccco1
4.301029996,,O[C@H]([C@@H](Cc1ccccc1)OCc1ccccc1)[C@H](O)[C@@H](Cc1ccccc1)OCc1ccccc1
5.147459014,,Fc1ccccc1\C=C\C(=O)c1cc(Br)ccc1OC(=O)c1ccco1
5.866649017,0.29567203,C[C@H](NC(=O)\C=C\C(=O)c1ccccc1[N+]([O-])=O)c1nc2scc(C)c2c(=O)o1
5.040481623,,CCCC(=O)NC(=S)Nc1cccc(Cl)c1N1CCCCC1
5.920818754,,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)NCc2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C
5.537602002,,CC(C)C[C@@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O)C(C)O)C(=O)NCCc1ccc(O)c(O)c1
8.568636236,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCn3c(cc4c(F)cccc34)-c2n1)-n1ccc(C)cc1=O
9.698970004,0,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1ccc2ccccc2c1)NS(C)(=O)=O
9.096910013,,Cc1c(O)cccc1C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
6,,COc1nc(Cl)cc(n1)N1C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1
5.03574037,0,COc1cccc(c1)C1=NOC(C1)C(=O)N1CCc2ccccc2C1
4.645891561,,C[C@@H](N(C)C(=O)c1ccccc1C)c1cccc2ccccc12
4,,COc1ccccc1CCCCc1c(O)c2ccc(OCc3ccccc3)cc2oc1=O
4.696242532,,Cc1ccc(cc1)C(=O)c1n(CCC(N)=O)[n+]([O-])c2cc(ccc12)C(F)(F)F
7.853871964,,CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1Cl)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1Cl
9.602059991,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cnc3occc3c2Cl)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1[C@H](O)Cc2ccccc12
5.034798299,,Cc1ccc(o1)C(=O)Nc1nc(-c2ccco2)c(s1)-c1ccco1
6.688246139,,CC(C)c1ccccc1Sc1c(O)cc(oc1=O)-c1ccc(cc1)C#N
3.301029996,,CC(C)(C)OC(=O)c1ccc(NC(=O)CCNS(=O)(=O)c2ccc(cc2)C(N)=[NH2+])cc1
4.639920348,0.72829398,CN(C)c1ccc(cc1)C(=O)OCC(OC(=O)c1ccc(cc1)N(C)C)c1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)c(C)c5CCC(O)=O)c(CCC(O)=O)c4C)c(C)c3C(COC(=O)c1ccc(cc1)N(C)C)OC(=O)c1ccc(cc1)N(C)C
6,,CCCC1(CCC)CC(=O)C(C(c2ccccc2)C(C)(C)C)C(=O)O1
6.008773924,,Brc1cccc2C(=O)C(=O)N(Cc3cc4ccccc4s3)c12
4.596879479,,Cc1cccc(N2CCN(CCNC(=O)Cn3cccc3C(=O)c3ccccc3C)CC2)c1C
7.036212173,,CCCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)C)C(C)(C)C)c1ccccc1
4.004364805,,Cc1[nH]c2ccccc2c1C(=O)C(=O)NCc1cccnc1
7.853871964,,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCCOC1
7.091514981,,CC(C)c1ccccc1SC1C(=O)CC(CCCC(=O)NCc2ccccc2)(OC1=O)c1ccccc1
6.744727495,,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2C(=O)NC)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C
5.587446183,0.944659739,CCOC(=O)C1=C(C)OC2(O)c3ccccc3C(=O)C12O
4.400671457,0.566635008,CN1Cc2c(CC1(C)C)c1c(N)c(sc1nc2N1CCOCC1)C(=O)c1ccc(Br)cc1
4,0,CCc1cccc2c(c[nH]c12)C(=O)COC(=O)c1ccccc1
9.157577319,0.707106781,CN(C)c1ccc2ccc(cc2n1)S(=O)(=O)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)NC2[C@H](O)Cc3ccccc23)[C@@H](C1)C(=O)NC(C)(C)C
7.22184875,,Cc1ccc(C[C@@H]2C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n3c2c(Cl)nc(NCc2cccc(c2)C(F)(F)F)c3=O)cc1
4.292429824,,S=C(Nc1ccccn1)c1ccccn1
7.508638306,,O[C@@H](C[C@H](Cc1ccccc1)NC(=O)c1ccccc1)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
7.096910013,,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](CSc1ccc2ccccc2c1)NC(=O)CCC(N)=O
5.053547735,0,CCn1c2ccc(C)cc2c2nnc(NN)nc12
3.886056648,,CC[C@H](C)[C@H](NC(=O)[C@H](CC(O)=O)NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(O)=O
4.08891596,0.125746157,O=C1N=c2ccccc2=C1NNc1nc2ccccc2s1
7.853871964,,O=C1CC(OC(=O)C1Sc1ccccc1C1CCCC1)(c1ccccc1)c1ccccc1
3.301029996,,C[C@H]1C2[C@H](CCN2C(=O)OCc2ccccc2)N(C1=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
4.793174124,,CN1C(\N=N\c2ccccc2C(O)=O)C(=O)N(C)C1=S
7.200659451,,Clc1ccc(cc1)-c1ccc(o1)C(=O)Oc1cncc(Cl)c1
5.207608311,0,Oc1c(Br)cc(Cl)cc1C(=O)Nc1cc(Cl)ccc1Oc1ccc2ccccc2c1Cl
4.224462365,,C[C@]12[C@@H]3[C@H]([C@H](N1C(=O)N(C2=O)c1cccc(Br)c1)c1ccc(Cl)cc1)C(=O)N(C1CCCCC1)C3=O
4.896196279,0,COC\C=C\C1=CC2=CC(=O)C(C)(OC(=O)c3cnc4ccccc4n3)C(=O)C2=CN1Cc1ccccc1
7.48148606,,CC(C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)C(=O)N1C[C@@H](C[C@H]1C(=O)NC(CS)C(O)=O)OCc1ccccc1
8.823908741,0,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1Br
5.397940009,,Cn1c(Cc2nc3ccc(cc3[nH]2)C(N)=O)nc2ccc(cc12)C(=O)NC(Cc1ccc(OCC(O)=O)c(c1)C(O)=O)C(O)=O
4.06953169,0.098332659,COc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1
6.468521083,,COc1cccc(c1)C(=O)Oc1cncc(Cl)c1
7.301029996,,CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CS)C(O)=O
3,,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CCCN1)C(=O)N1CCC[C@H]1C(N)=O
3.777283529,,CC(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)CC(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
5.113509275,,Cn1c(Cc2nc3ccccc3[nH]2)nc2ccc(cc12)C(=O)NC(CCC(=O)N(CC(O)=O)CC(O)=O)C(O)=O
8.920818754,0,CC(=O)N[C@H](CS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCS[C@H]2C[C@H]1C(=O)NC(C)(C)C
5.277366077,,COc1ccc(NS(=O)(=O)c2ccc3N[C@@H]([C@@H]4CC=C[C@@H]4c3c2)c2ccc(cc2)C(O)=O)cc1
6.096910013,,O[C@@H]1[C@@H](O)[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)cc3C(=O)OC[C@H]2O[C@H]1Oc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1
6.698970004,,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)CN1[C@@H](Cc2ccc(OCC(=O)N3CCOCC3)cc2)C[C@H](Cc2ccccc2)C1=O
6.906578315,,CCCCCC1(CC(=O)C(SCc2ccccc2)C(=O)O1)c1ccccc1
4.346251981,0.489674248,CCCCCn1c(NC(=O)c2ccco2)c(C(=O)OCC)c2nc3ccccc3nc12
4,0,Cc1ccc(N=Cc2c(O)c3ccccc3oc2=O)c(C)c1
9.619788758,,CC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc1ccccc1)C(=O)NCc1ccccc1
5.54515514,,CCCC(C(O)=O)c1c(C)nc2sc3CC(C)Cc3c2c1-c1ccc(C)cc1
5.034474577,0.096022742,Oc1c2C(C=CC(c2c(O)n1-c1ccccn1)c1ccccc1)c1ccccc1
4.752485022,0.38510876,CCOC(=O)Nc1ccc2nc(sc2c1)N1CCCCCC1
5.991399828,,COc1ccc(cc1)N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(cc1)[N+]([O-])=O)CC(=O)N1CCOCC1
4.716472635,,COc1ccc(cc1)N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(cc1)[N+]([O-])=O)CC(=O)N1CCOCC1
7.853871964,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCn3c(cc4c(F)cccc34)-c2n1)C1=CCSCC1
4.653673463,0.092338486,Cc1cccc(c1)N=Nc1cnc(N)s1
3.301029996,,C[C@H]1C2[C@H](CCN2C(=O)OCc2ccccc2)N(CO)C1=O
4.48940535,0.692123684,CC(C)(C)C(=O)[C@@H]1[C@H]2[C@@H]([C@@H]3N1C=Cc1ccccc31)C(=O)N(C1CCCCC1)C2=O
4.663029001,0.937664605,FC(F)(F)c1oc2c(c1C(=O)c1ccccc1)C(=O)c1ccccc1C2=O
7.698970004,,CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1
4.162541886,0.142922702,Fc1ccc(cc1)C1=CCN(CC1)C(=O)Nc1ccccc1
4.628932138,,Ic1ccc2N(C\C=C\c3cc4ccccc4s3)C(=O)C(=O)c2c1
6.15490196,,O=C1OC(=N[C@@]11C[C@@H]1c1ccccc1)c1ccccc1
7.22184875,,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
7.397940009,,CC(C)[C@@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
5.698970004,,CC(C)[C@@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
4.17876774,0.252815762,FC(F)(F)c1cccc(NC(=O)c2ccc3nc(-c4ccco4)c(nc3c2)-c2ccco2)c1
5.27572413,,C[C@@H](O)[C@H](NC(=O)[C@H]1CCCN1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(N)=O
4.004364805,,COc1ccc2nc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc4OCCOc4c3)sc2c1
9.48148606,,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)[C@H](Cc1ccccc1)NC(=O)OC1CCCC1
4.004364805,,CC1CN(CC(C)O1)C(=O)C(=O)c1c[nH]c2ccccc12
4.772113295,,CN(C)Cc1ccc(F)cc1Sc1cc(Cl)ccc1Cl
7.279860393,0.005849559,CC(C)[C@H](NC(=O)[C@@H](C[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)Cc1ccccc1)C(=O)Nc1ccc2ccccc2n1
8.366531544,0,Cc1cc(SC2C(=O)CC(C)(CCc3ccc(O)cc3)OC2=O)c(cc1CO)C(C)(C)C
4.506166868,0.715828049,CC(=O)C(C(C)=O)C1(O)C(=O)c2ccccc2C1=O
6.170053304,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
7.301029996,,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cc(Cl)cc(c1)S(N)(=O)=O
4.455047444,0.643534267,CCOC(=O)c1c(C)n(-c2ccc(C)cc2)c2c(C(C(C)=O)C(O)=O)c(Br)c(O)c(O)c12
4.747146969,,COC(=O)c1ccc(nc1)C(=O)N1CCCC(C1)Nc1ccc(cc1)C(C)C
3.714442691,,CN(C1C(=O)OC(CCc2ccccc2)(C(=O)NCC2CCCO2)C1=O)C(=O)OC(C)(C)C
6.815308569,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(O)cc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
7.081969663,,CC(C)CNC(=O)[C@H]1N(CSC1(C)C)C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)C)c1ccccc1)C(C)(C)C
7,,Cc1nc2nncnn2c(=O)c1C
7.8467951,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2CCn3c(cc4c(F)cccc34)-c2n1)-c1cncs1
7.638272164,,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)CNC(=O)[C@@H]1N[C@H](SC1(C)C)C(NC(=O)Cc1ccccc1)C(N)=O
7.920818754,,CC(C)[C@H](NC(=O)Cc1csc(N)n1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)Cc1csc(N)n1)C(C)C
4.893586707,0.114703224,Clc1c(OC(=O)N2CCCCCC2)ccc2ccccc12
4.332547047,,O=C1C=CC(=O)c2c1ccc1c2ccc2ccccc12
9.744727495,,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2cc(Br)cs2)C[C@H]1C(=O)NC(C)(C)C
6.884392676,0.002353211,Cc1cc(SC2C(=O)CC(CCc3ccc(O)cc3)(OC2=O)C2CCCCC2)c(cc1OS(=O)(=O)c1ccccc1)C(C)(C)C
6.657577319,,CCCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)OC(=O)N1CCc2ccccc2C1)C(=O)C(=O)NCc1ccccc1
9.301029996,,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCS[C@H]2C[C@H]1C(=O)NC(C)(C)C
5.987162775,,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccc(F)cc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C
6.124938737,0,Oc1c(O)c2ccccc2c(O)c1C(=C1C(=O)C(=O)c2ccccc2C1=O)c1ccc(cc1)C(C1C(=O)C(=O)c2ccccc2C1=O)C1C(=O)C(=O)c2ccccc2C1=O
4.602059991,,CCCN1C(=O)C(=O)c2cc(ccc12)C(N)=O
8.443697499,0,CC(C)C1(CCc2ccccc2)CC(=O)C(Sc2cc(C)c(NS(=O)(=O)c3cccs3)cc2C(C)(C)C)C(=O)O1
4.39870069,,CCCC(C(O)=O)c1c(C)nc2sc3CCCCc3c2c1-c1cccc(Cl)c1
4.703030383,0.938332341,OS(=O)(=O)c1ccc2c(OS(=O)(=O)c3cccc4c(cccc34)S(=O)(=O)Oc3cc(cc4cc(ccc34)S(O)(=O)=O)S(O)(=O)=O)cc(cc2c1)S(O)(=O)=O
4.732289641,0.146169583,Cc1ccc(COc2ccc(CN=O)cc2)cc1
5.093664958,,CCCC(C(O)=O)c1c(CC)nc2sc3CCCCc3c2c1-c1ccc(C)cc1
9.698970004,,Cc1cc(O)cc(C)c1CNC(=O)[C@@H](C[C@@H](O)CN1CCN(C[C@@H]1C(=O)NC(C)(C)C)S(=O)(=O)c1ccc2N(CCc2c1)c1ncccn1)Cc1ccccc1
7.301029996,,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNC(=O)[C@H](CC(=O)NC(C)(C)C)C(C)(C)C
7.602059991,,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(=O)[C@@H](CC(=O)NC(C)(C)C)C(C)(C)C
8.522878745,,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(=O)[C@H](CC(=O)NC(C)(C)C)C(C)(C)C
3.612610174,,CNC(=O)C1(C)OC(=O)C(C(C)c2ccccc2)C1=O
6.853871964,,CC(C)(C)NC(=O)C1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCS(=O)(=O)C1
7.119186408,,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1
6.853871964,,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCS(=O)(=O)C1
7.124938737,,CC(C)(C)NC(=O)C1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1
6.22184875,,CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)c1nc2ccccc2o1
7.455931956,,CO[C@H]1OCC=C[C@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
7.537602002,,CO[C@@H]1OCC=C[C@@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
7.37675071,,CC(=O)N[C@H](CSc1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C
7.37675071,,CC(=O)N[C@@H](CSc1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C
4.696366597,0.471795612,[O-]c1[nH]c(=S)[nH]c1[CH+]c1cc2OCOc2cc1[N+]([O-])=O
4.764471553,,Oc1ccc(C=Cc2nc3ccccc3c(=O)n2CCc2ccccc2)cc1
7.619788758,,CC(C)NC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCn3c(cc4c(F)cccc34)-c2n1)-c1ccc(F)cc1
4.903089987,,CC(C)CN(C[C@H](O)[C@@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1
4.777283529,,CC(C)CN(C[C@@H](O)[C@@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1
5.853871964,,CC(C)CN(C[C@@H](O)[C@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1
4.935542011,,CC(C)CN(C[C@H](O)[C@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1
4.335810198,0.474907337,Cc1cc(ccc1OCCOCC[N+](C)(C)Cc1ccccc1)C(C)(C)CC(C)(C)C
5.124938737,,CCCCNC(=O)[C@@H]1O[C@@H]2O[C@H]1C(=O)N(Cc1ccccc1)[C@H]2Cc1ccccc1
7.080921908,,COc1ccc(cc1)-c1cc(O)c(Sc2ccccc2C(C)C)c(=O)o1
9.22184875,,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Br)NC(=O)c1cccc(O)c1C)S(=O)(=O)c1ccc(N)cc1
6.455931956,0,CC[C@@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)C1CCCN1C(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
5.698970004,,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CO)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](Cc1ccccc1)C(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
4.135012857,0.190937014,CCCCCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc12
4.15490196,,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)NCCNC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C2=O
4.744727495,,Oc1ccc(Cl)cc1C(=O)NCc1cc(cc(c1)C(F)(F)F)C(F)(F)F
4.379725376,0.537012777,COC(=O)CCC(=O)OC1(C)C(=O)C(Br)=C2C=C(N(C=C2C1=O)C1CCCC1)c1ccc(OC)cc1
6.346787486,,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NCc1ccccn1)Cc1ccccc1)C(=O)NCc1ccccn1
7.537602002,,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
5.920818754,,Oc1cc(oc(=O)c1SCc1ccccc1C(=O)OC1CCCCC1)-c1ccccc1
6.065501549,,CC(C)[C@H](NC(=O)c1sc(C)nc1C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1sc(C)nc1C)C(C)C
3.769551079,,CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
6.823908741,,CC1(C)S[C@@H](N[C@H]1C(=O)N[C@@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
4.244887734,0,Cc1ccccc1C1=C\C(SS1)=C(/SS\C(C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl)=C1\SSC(=C1)c1ccccc1C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl
4.490026659,0.046459866,COn1c(nc2ccc(Cl)cc12)-c1ccccc1
7.22184875,,COc1cccc(CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C=O)c1
8.004364805,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCn3c(cc4ccc(Cl)cc34)-c2n1)-c1ccc(F)cc1
8.853871964,,CC(C)C1(CCc2nc3ccccc3s2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1
7.229147988,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OC(c3cccs3)c3c([nH]c4cccc(F)c34)-c2n1)-c1ccc(F)cc1
4.93930216,,Clc1ccccc1CN1CCN(CC1)c1ccccc1Cl
8.387216143,0,CC(C)C1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(NS(=O)(=O)c3ccc(F)cc3)cc2C(C)(C)C)C(=O)O1
5.01903567,0.033031847,Oc1c(Cl)c(N=CC=C)c(O)c2ccccc12
5.13667714,,Oc1c(Cl)cc(Cl)cc1C=Nc1ccc2OCCOc2c1
6.795880017,,CCCCNc1nc(Cl)c2[C@H](CCCc3cccc4ccccc34)C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n2c1=O
8,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OC(c3nccs3)c3c([nH]c4cccc(F)c34)-c2n1)-c1ccc(F)cc1
6.642667504,2.121320344,CC(=O)OC1OCC=C2OC(=O)C=C12
4.956820085,1.35314794,C[C@H](CO)Nc1cc(NCc2ccccc2)c2ncn(C(C)C)c2c1
