pIC50,pIC50_std,smiles
4.71472853,0.154404135,COc1cc(SC#N)ccc1N=Cc1c(C)[nH]n(-c2ccc(C)cc2C)c1=O
5.795880017,,CCN(CC)Cc1ccc(cc1)C(=O)N(CCc1ccccc1C)C1CCNC1
5,,CCC[C@H](NC(=O)[C@@H]1C[C@@H](CCc2ccccc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)CC)C(C)C)C(O)=O
4.471547574,0.666868975,Cc1oc2c(c1C(O)=O)C(=O)c1ccccc1C2=O
6,,CC(C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCc1cc(C)ccc1C)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1
4,0,COCCCNC(=O)c1c(NC(=O)c2ccco2)n(Cc2ccccc2)c2nc3ccccc3nc12
8.769551079,0,CC(=O)N[C@H](CS(=O)(=O)c1cccc2cccnc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
7.207608311,,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCCC[C@H]1C(=O)NC(C)(C)C
5.331977372,0.047440299,Brc1ccc(s1)C(=O)Nc1ccc2CCCc2c1
7.657577319,,CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N1CN(C[C@H]1C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1)S(=O)(=O)c1ccc2ccccc2c1
4.301029996,,CCCc1cc(=O)[nH]c(SCC(=O)Nc2ccccc2)n1
6.698970004,,O[C@@H]1[C@@H](O)[C@@H](CCc2ccccc2)N(Cc2ccccc2)S(=O)(=O)N(Cc2ccccc2)[C@@H]1CCc1ccccc1
4.419843783,0.090909004,CCOc1ccc2nc(NC(=O)CSc3cnn[nH]3)sc2c1
4.346787486,,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccccc1
4.913772973,0.235644754,CNC(=O)c1ccsc1NC(=O)c1ccc2CCCCc2c1
7.537602002,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCn3c(cc4c(F)cccc34)-c2n1)-c1ccn(C)c(=O)c1
4.590887053,0.835640484,C1CCCC2(CC1)Nc1cccc3cccc(N2)c13
8.026872146,,CCCc1[nH]c(nc1C)-c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1ccccc1
4.723538196,0,Cc1[nH]n(-c2ccc(C)cc2C)c(=O)c1C(c1c(C)[nH]n(-c2ccc(C)cc2C)c1=O)c1ccccc1O
5.131389286,0.770140157,NS(=O)(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc23)cc1
8.698970004,,CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2CN(CN2C1=O)c1ccc(cc1)-c1ccccc1)C(=O)NS(=O)(=O)C1CC1
7.698970004,,CN(C)S(=O)(=O)Oc1cc(c(SC2C(=O)CC(CCc3ccc(O)cc3)(OC2=O)C2CCCCC2)cc1C)C(C)(C)C
5.468521083,,O[C@H](CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
4.818156412,0,[O-][N+](=O)c1cc(c(Nc2ccccn2)c(c1)[N+]([O-])=O)[N+]([O-])=O
5.245651664,,COc1cc(OC)cc(c1)-c1nnc(Nc2nc3c(F)cccc3s2)o1
5.166852888,,COC1=CC(=O)c2c(ccc3ncnc(N)c23)C1=O
5.227678293,,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)c1cccc(O)c1C)S(=O)(=O)c1ccc(N)cc1
6.229147988,,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)c1cccc(O)c1C)S(=O)(=O)c1ccc(N)cc1
6.494850022,,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](O)c1ccccc1
5,,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)c1ccccc1
4,,Oc1c(C(=O)C(=O)NC2=C(Cl)C(=O)c3ccccc3C2=O)c(=O)oc2ccccc12
8.885859106,1.019354909,O[C@@H](C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1[C@H](O)COc2ccccc12)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F
5.001740662,0,COC(=O)CCCC1=CC2=CC(=O)C(C)(OC(=O)c3cccs3)C(=O)C2=CN1CCc1ccccn1
5.348721986,,CCCC(C(O)=O)c1c(C)nc2sc(C)c(C)c2c1-c1ccc(C)cc1
4.936854363,,NCCCC[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C=O
4.508638306,0,CC(C)c1cccc(C(C)C)c1NC(=O)C(=O)CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
4,0,CN(Cc1ccc(Cl)c(Cl)c1)C(=O)CSCC(=O)Nc1cccc(C)c1
4.397940009,,CC(C)CCS(=O)(=O)[C@@H](C)C[C@@H](O)[C@H](Cc1cccc(Br)c1)NC(=O)CCS(C)(=O)=O
7.356547324,,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CSc1ccccc1)NS(C)(=O)=O
5,,O=C(NCc1ccccc1)N1[C@@H](Cc2ccccc2)CC1=O
8.744727495,,CCc1cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@@H](C2)C(=O)NC(C)(C)C)cc(CC)n1
6.869666232,,CC(C)(C)[C@@H](CC(=O)NC1CCCCC1)C(=O)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
4.510885631,,Oc1ccc2CC(COc2c1)OC(=O)c1ccc(O)c(O)c1O
4.280333653,0.396451654,CCc1ccc(CNc2ccc(O)cc2)cc1
4.458033799,0.02027459,C[N+](=N[N-]c1cccc(c1)[N+]([O-])=O)c1ccccc1
5.853871964,,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(O)CN1CCC[C@@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)OC(C)(C)C)Cc1ccccc1)C(=O)NCc1nc2ccccc2[nH]1
5.14903121,0.775527179,OC(=O)c1ccccc1NC1=CC(=O)C(=O)c2ccccc12
5.459670525,,Oc1c(Cl)cc(Cl)cc1C=C1SC(S)=NC1=O
4.004364805,,NS(=O)(=O)c1ccc(CCNC(=O)C(=O)c2c[nH]c3ccccc23)cc1
7.661543506,0,CC(C)C1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(OS(=O)(=O)c3cccs3)cc2C(C)(C)C)C(=O)O1
5.866461092,,COc1ccc(cc1)N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1
5.166852888,,COc1ccc(cc1)N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1
8.420216403,,CCC(CC)NC(=O)C[C@@H](C(=O)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(C)(C)C
6.017728767,,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)CN1[C@@H](Cc2ccc(OCCN3CCOCC3)cc2)C[C@H](Cc2ccccc2)C1=O
8.657577319,,Cc1cc(SC2C(=O)CC(CCc3ccc(O)cc3)(OC2=O)C2CCC2)c(cc1CO)C(C)(C)C
5.655318928,0.034697427,Fc1ccc(cc1)C(=O)ON=C1CCCc2ccccc12
3.301029996,,NC(=[NH2+])c1ccc(cc1)S(=O)(=O)NCCC(=O)Nc1ccc(cc1)C(O)=O
8.431394304,0.162608569,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCN(C(=O)c2n1)c1cccc(F)c1)-c1ccc(F)cc1
4.420216403,,Oc1c(CCCOCc2ccccc2)c(=O)oc2ccccc12
6.896196279,,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2cccc(O)c2)C[C@H]1C(=O)NC(C)(C)C
4.22184875,,CC(Nc1nc2ccccc2c(=O)o1)c1ccccc1
4.93930216,0,COc1ccc(cc1)C(=O)ON=C(N)c1ccc(OC)c(OC)c1
4.605530667,0.122998814,COc1cccc(Nc2nc(cs2)-c2ccc3OCCOc3c2)c1
4.004364805,,CCCN(CCC)S(=O)(=O)c1ccc2[nH]cc(C=NNC(=S)Nc3ccc(F)c(Cl)c3)c2c1
4.915602481,,OC(=O)c1ccc2ncsc2c1
4.958607315,,CC(N1C(=S)S\C(=C\c2ccco2)C1=O)C(=O)Nc1ccc(C(O)=O)c(O)c1
10.69897,,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2nnc(o2)-c2ccccc2)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)[C@@H](C1)C(=O)NCC(F)(F)F)c1ncc(o1)-c1ccc(F)cc1
8.698970004,,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](CSc1ccccc1)NC(=O)O[C@@H]1CCS(=O)(=O)C1
8.698970004,,CC(C)(C)NC(=O)C1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](CSc1ccccc1)NC(=O)O[C@@H]1CCS(=O)(=O)C1
8.769551079,,CC(C)(C)NC(=O)C1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](CSc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1
8.769551079,,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](CSc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1
5.347616265,0.370025928,CC(C=C1SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O)=Cc1ccccc1
4.567744459,0.802911915,Cc1ccc(cc1)S(=O)(=O)N=C1C=C(Nc2cccc(c2)C(O)=O)C(=O)c2ccccc12
8.121055507,0.022718412,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@](C)(Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
8.113509275,,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@](C)(Cc1ccccc1)C(=O)N[C@H]1[C@H](O)Cc2ccccc12
5.346787486,,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)CCCCCCC#CCCCCCCC(=O)N[C@H](CO)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](Cc1ccccc1)C(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
5.301029996,,CC(C)Nc1nc2cc(NC(=O)C(C)NC(=O)OCc3ccccc3)ccc2c(=O)o1
4.903089987,,CCn1c(SCc2ccccc2Cl)nc2nc3CCCCc3cc2c1=O
7.262012674,,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1=CCCS(=O)(=O)C1
4.528708289,,CCCC(C(O)=O)c1c(C)nc2sc3CCCCc3c2c1-c1ccc(OC)c(OC)c1
5.048998554,1.483507982,[O-][N+](=O)c1cc(ccc1Cl)C(=O)NNC(=O)CCn1c2CCCCc2c2ccccc12
4.480910556,0.540751252,Cc1ccccc1-c1nc2cc(Cl)ccc2o1
8.455931956,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCC(C)(O)Cn3c(cc4ccccc34)-c2c1)-c1ccc(F)cc1
4,0,Brc1cccc(c1)C(=O)NN=Cc1cccc(Oc2ccccc2)c1
4.568636236,,CCCCC[C@H]1[C@H](CCCC#C)OC1=O
4.362921075,0.513247907,CCC(C)NC(=O)c1c(N)n(CC2CCCO2)c2nc3ccccc3nc12
8.054622377,0.087601097,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2nnn([C@H](C)c3ccc(F)cc3)c(=O)c2c1)-c1ccc(F)cc1
7.606260907,0.213123461,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2nnn([C@@H](C)c3ccc(F)cc3)c(=O)c2c1)-c1ccc(F)cc1
4,,CCCCNC(=O)C1(C)OC(=O)C(CCc2ccccc2)C1=O
6.795880017,,CCOc1ccccc1NC(=O)N[C@]1(C)C[C@@H](C(=O)N[C@@H](CC)B2OC3C4CC(C[C@]3(C)O2)C4(C)C)n2c1ncc(NCc1cccc(c1)C(F)(F)F)c2=O
5.443697499,,CC(C)[C@H](NC(C)=O)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](CC(=O)N(C)C)C(=O)NC(C)C(=O)C(F)(F)F
8.48942051,0.036561219,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2ccn3c4cccc(C#N)c4cc3c2n1)-c1ccc(F)cc1
6.98088371,,CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)C)C(C)(C)C)c1ccccc1
5.436518915,0,COc1ccc-2c(Cc3sc(NC(=O)c4cccnc4)nc-23)c1
7.031517051,,COCCOCCOc1ccc(C[C@H](C[C@H](O)CN2[C@@H](Cc3ccccc3)C[C@H](Cc3ccccc3)C2=O)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)cc1
4.602059991,,CC(C)(C)NC(=O)c1ccccc1SCC(O)Cc1ccc2ccccc2c1C(=O)NC(C)(C)C
6.283996656,,COc1ccccc1CCCCc1c(O)c2ccc(O)cc2oc1=O
4.604590108,0.286074606,CCOc1cccc(c1)-c1nc2cc(C)ccc2o1
4.185086819,0,FC(F)(F)c1cccc(c1)C(=O)Nc1c([nH][nH]c1=O)-c1ccccc1
6,,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
6,0,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1O
4.914869142,1.293820349,CC(=O)Nc1ccc(NC2=CC(=NS(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1
8.26760624,,CC[C@H]1[C@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2CC1C(=O)NC(C)(C)C
7.882728704,,CC[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2CC1C(=O)NC(C)(C)C
5.053605585,0.123902996,NCc1ccc(Nc2nnc(Nc3ccc(cc3)C3=NCCN3)c3ccccc23)cc1
8.060480747,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCn3c(c(F)c4ccccc34)-c2n1)-c1ccc(F)cc1
5,,N#Cc1nc(NCCc2ccccc2)c2ncn(Cc3cccnc3)c2n1
8.15490196,,C[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc1ccccc1)C(N)=O
8.301029996,0,CC(C)C1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(OS(=O)(=O)c3ccccn3)cc2C(C)(C)C)C(=O)O1
8,,CCC(C)c1ccccc1SC1C(=O)CC(CCc2ccccc2)(OC1=O)c1ccccc1
5.172187001,0.881281201,CCOC(=O)c1c(NS(=O)(=O)c2ccccc2)n(CCCOC)c2nc3ccccc3nc12
8.920818754,,COC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1
4.721414889,0.079010188,CC(N=O)c1ccc2ccc3ccccc3c2c1
6.602059991,,COc1ccccc1CCN(C1CCNC1)C(=O)c1ccc(CN2CCCCC2)cc1
5.050609993,,O=C1CC(OC(=O)C1SCc1ccccc1)c1ccccc1
3,,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@H]1C(=O)N[C@@H]([C@@H](C)O)C(O)=O
5.583847755,0.48687164,CCOc1cc(Br)cc(C=C2SC(Nc3ccccc3)=NC2=O)c1O
4.958607315,,CN(Cc1ccccc1)C(=O)N1[C@@H](Cc2ccccc2)CC1=O
8.15490196,,CC(C)[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccncc1)C(C)C
4.343901798,,CC(C)(C)OC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)Nc1cccc(c1)C(C1CC1)c1c(O)c2CCCCCCc2oc1=O
4.207608311,,CC(C)NCCCNc1c2[nH+]c3ccccc3c2n(C)c2ccccc12
6.292429824,,Clc1cccc(CCN(C2CCNC2)C(=O)c2ccc(OCc3ccccc3)cc2)c1
5.144480844,0,COC(=O)CCCC1=CC2=CC(=O)C(C)(OC(=O)c3cccs3)C(=O)C2=CN1C1CC1
5.443697499,,CN(Cc1ccc(cc1)C(F)(F)F)C(=O)N1[C@@H](Cc2ccccc2)CC1=O
4.203356966,0.28759018,[O-][N+](=O)c1ccccc1-c1ccc([CH+][N-]NC(=O)c2cccnc2)o1
7.958607315,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OC(C)(C)c3c([nH]c4ccccc34)-c2c1)-c1ccc(F)cc1
6.853871964,,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1cccc(OCc2ccccc2)c1)NC(=O)OC(C)(C)C
7.22184875,,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc(F)c3)c(=O)n12
7.698970004,,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12
6.292429824,,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12
4.657577319,0.929954763,CN1C(=O)\C(=N/NC(=O)c2cc(C)oc2C)c2ccccc12
4.677869355,0.074412666,Cc1ccc(cc1)-c1cc(no1)-c1ccccc1
5.279765865,0.470712935,Oc1ccc(cc1CN=Nc1ncnc2n(ncc12)-c1ccccc1)[N+]([O-])=O
4.531080635,0.039612522,CC1CCCN(C1)C(=O)c1ccc(o1)-c1ccccc1Cl
4.815308569,,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
10,,CC(C)(C)NC(=O)[C@H]1CN(CCN1C[C@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1[C@H](O)Cc2ccccc12)S(=O)(=O)c1cccs1
5.553462833,,COc1cc(ccc1OC(F)F)C1CC(=NN1C(=O)CCl)c1cccs1
7.677780705,,COc1ccccc1-c1ccc(cc1)N1C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1
8.22184875,,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N)c1C
7.387216143,,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCC(O)=O)C(C)(C)C)C(=O)C(N)=O
7.886056648,,CC(C)[C@H](NC(=O)c1sc(C)nc1C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1sc(C)nc1C)C(C)C)Cc1ccccc1
4.664830679,0.220889373,Nc1c(sc2nc3CCCCc3cc12)C(=O)Nc1cccc(c1)C(O)=O
8.22184875,,CCCCCCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC2CCCCC2C[C@H]1C(=O)NC(C)(C)C
3.301029996,,COc1ccc(CNS(=O)(=O)c2cccc(c2)C(N)=N)cc1
5.13667714,,CC(C)=CCc1c(O)ccc(C(=O)\C=C\c2ccc(O)cc2)c1O
4.774690718,,CC(C)c1cc([nH]n1)C(=O)N1CCCC(C1)Nc1ccc(cc1)C(C)C
4.970616222,,Cc1ccc2nc3CCCc3c(Nc3ccc4OCCOc4c3)c2c1
6.48148606,,O[C@@H]([C@H](O)[C@@H](COCc1c(F)cccc1F)OCc1ccccc1)[C@@H](COCc1c(F)cccc1F)OCc1ccccc1
7.304956341,,CC[C@H](C)[C@H](NC(=O)[C@@H](C(C)C)C(O)C(O)[C@H](CC1CCCCC1)NC(=O)CC1CCCCC1)C(=O)NCc1ccccn1
9.544587959,0.551803864,Cc1ccccc1CNC(=O)[C@H]1N(CSC1(C)C)C(=O)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)COc2ccccc12
6.721246399,,CC(C)(C)NC(=O)c1ccccc1CSc1c(O)cc(oc1=O)-c1ccccc1
7.387216143,,CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N1CN(C[C@H]1C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1)c1ccc(Br)cc1
5.068041312,0.003591767,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C(O)c1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
4,0,COc1ccccc1C(CNC(=O)CNC(=O)c1ccccc1Cl)N1CCCC1
4.768561522,0.070137766,COc1cccc(c1)-c1nc(SC)nc2sc(C(=O)NC(C)(C)C)c(N)c12
4.585026652,,CC(C)CN1CCC(CC1)Nc1c2[nH+]c3ccccc3c2n(C)c2ccccc12
4.853871964,,O=C(NCC#N)OCc1ccccc1
4.113839147,0.160992865,COc1ccc(CN=Cc2[nH]c3ccc(Br)c(Cl)c3c2O)cc1
5.37675071,,CC[C@@H](C)[C@H](NC(=O)[C@@H](NC(=O)CCCOc1cccc(OCCCC(=O)N[C@@H](C(C)O)C(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)OC)n1)C(C)O)C(=O)N[C@@H](C(C)C)C(=O)OC
5.050609993,,NC(=N)c1ccc2[nH]c(cc2c1)-c1cc(ccc1O)-c1ccccc1
4,0,Nc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccccc1
7.22184875,,Clc1cncc(OC(=O)c2ccco2)c1
3.301029996,,CC[C@H](C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(O)=O
6.847711656,,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(CNC(=O)OCc2ccccc2)cc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
8.22184875,,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1Cl
7.920818754,,CC(C)CC(NC(=O)[C@@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc1ccccc1)C(=O)NCCc1ccccc1
7.823908741,,CC(C)C[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc1ccccc1)C(=O)NCCc1ccccc1
4,,O=C(N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c1ccccc1)c1cc(no1)-c1ccncc1
6.36251027,0,COc1cc(NCCCCCCN)c2ncccc2c1OC
8.060480747,,CCNC(=O)[C@@H](NC(=O)CC(C)C)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)CC(C)C)C(=O)NCC)C(C)(C)S1
9.468521083,,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1ccc(Cl)cc1)NS(C)(=O)=O
5.37675071,,OC(=O)c1ccc2ccc(\C=C\c3ccc(O)cc3)nc2c1O
7.568636236,,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(C)c1
4.54515514,0,O=C1NC(=O)C(Nc2ccccc2)C(=O)N1
5.575280717,0.369480957,O=C(Nc1ccc(cc1Cc1ccccc1)-c1nnn[nH]1)c1cccc(CC2CCCCC2)n1
4.522878745,,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NC(C)C(=O)C(=O)NCCC(O)=O
4.537860357,0.760649411,Clc1ccccc1OCc1nn2c(nnc2s1)-c1ccncc1
8.173925197,0,CC(C)C1(CCc2ccccc2)CC(=O)C(Sc2cc(C)c(OS(=O)(=O)c3ccccn3)cc2C(C)(C)C)C(=O)O1
8.144602003,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2CCCCn3c(cc4c(F)cccc34)-c2n1)-c1ccc(F)cc1
4,,CCCC(NC(=O)C1[C@H]2CCC(=O)[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1
6.958607315,,O=C1CC(OC(=O)C1Sc1ccccc1)(c1ccccc1)c1ccccc1
5.893449018,0.194550415,CCOc1ccc(C=C2CCc3ccccc3C2=O)cc1
5.568636236,,COc1ccc(CCNC(=O)[C@@H](CC(C)C)NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(O)=O)C(C)O)cc1
5.04769199,0,CCOc1cc(cc(Br)c1OS(=O)(=O)c1ccccc1)C(=S)N1CCOCC1
