,episode,step,epsilon,smiles,reward,q,random,loss,logP,ic50,QED,SA,cycles
48118,1658,39,0.43639507128873134,CC(Br)(CC(Cl)=PCl)OS,-3.1623319326832005,3.5451515,False,0.19740650057792666,3.8177000000000008,8.901927947998047,0.3585675974683519,-5.893998899133334,-0.0
48158,1659,39,0.436176873753087,BC1(C(=O)SBr)B(Cl)OC1(C(C)N)N(Cl)SCl,-4.736328375353172,-13.584272,False,0.09357284009456636,1.9456,6.9001288414001465,0.4425767788918064,-6.3827864982767695,-0.0
48197,1660,38,0.4359587853162105,CC1=C(Cl)C(O)(Br)CC1(O)Br,-0.4302437443713261,9.584764999999999,True,0.12424442917108534,2.0699,7.988910675048827,0.6727425603878177,-4.915481047960354,-0.0
48238,1661,39,0.4357408059235524,CC1(Cl)CC(OBr)NCC(O)(Br)C1=BCl,-8.104635230215774,-10.666719,True,0.3820232152938843,1.7437,5.772174835205077,0.5369771534236206,-6.1021238760272505,-1.0
48278,1662,39,0.4355229355205906,B=C(Br)C(C)(P)C(CBr)C1(O)CCC1(O)Br,-4.542278800565064,10.186689,False,0.6560297608375549,1.6652999999999991,6.886841773986816,0.3998234082444432,-5.956578865967435,-0.0
48316,1663,37,0.4353051740528304,CCCC(C)C(S)C(C)(O)Br,0.5215049960605767,23.882141,True,0.3099477887153625,2.8244000000000016,9.325601577758787,0.5725004397575537,-4.406268016597486,-0.0
48344,1664,25,0.435087521465804,ClSC(Cl)(SBr)C(Cl)(Br)[IH4],-5.8123580284949945,-18.190817000000003,False,0.2269741892814636,4.460800000000002,6.526122093200684,0.3292195252623428,-6.3469584116719675,-0.0
48384,1665,39,0.4348699777050711,CC(Br)CC(F)(C#P)CC(Br)(OSPBr)C(=O)Cl,-7.55435215858964,-7.830590700000001,True,0.132367342710495,6.052800000000002,5.58469820022583,0.1671061525488952,-6.196028256793842,-0.0
48424,1666,39,0.4346525427162186,CCCC(I)C(CC)C1(Cl)NOC1(Br)C(=P)NN,-9.016686691201254,-6.1669540000000005,True,0.9942718744277954,2.9134,3.6503212451934814,0.13379827699063934,-5.932344106300053,-0.0
48464,1667,39,0.43443521644486055,BC(Cl)C(C=C(O)C=N)CC(O)(C=N)C(C)(Br)OBr,-6.9076977215848965,3.1271837000000002,False,0.17313243448734286,2.1004400000000003,6.099301815032959,0.21040130789343944,-6.259524718759005,-0.0
48504,1668,39,0.4342179988366381,FCCC(Cl)C(C(Cl)NBr)C(N(S)Cl)C1(Br)CO1,-6.9754065782083865,-16.0411,True,0.27786120772361755,3.824600000000001,6.148024559020996,0.18620044183829626,-6.202415485051542,-0.0
48544,1669,39,0.4340008898372199,CCC(=O)C(=NB=S)C(Br)(C=S)OBr,-6.68284199459512,-7.958303999999999,True,0.09971384704113008,2.555600000000001,4.647256851196289,0.31643211299712715,-5.752814425842265,-0.0
48582,1670,37,0.4337838893923013,BCC1(Cl)C(Br)(Br)CC(Cl)(C(O)(Br)C(=C)O)C1(F)F,-4.934954286327255,9.297572,False,0.3020555377006531,3.673300000000001,6.628589630126952,0.34641010293010177,-5.79091562048029,-0.0
48624,1671,39,0.4335669974476051,C=CCC(N)CC(O)(Br)C(=C)SCl,-3.0762793811384137,0.45720643,True,0.19953089952468872,2.7641,5.762754440307617,0.5828872658903012,-5.100466382417869,-0.0
48664,1672,39,0.43335021394888135,BC1C(Br)C(Br)(OC(O)(Br)C(C)(Cl)Br)PB2BC21S,-7.242624692485736,-12.687726,True,0.7638283967971802,2.4234000000000013,7.286702632904053,0.17756370087903625,-7.122455845082719,-0.0
48703,1673,38,0.4331335388419069,BC(O)(CC=O)PBr,-5.682769000699134,4.714002,True,0.06506083160638809,-0.15700000000000014,5.053879737854004,0.38731534479295904,-5.6180298627727385,-0.0
48744,1674,39,0.4329169720724861,C#CP(Cl)OC(Br)(CC(=O)C(Cl)Cl)C1CC1,-3.977516037370631,-4.1547804,True,0.29898983240127563,4.408500000000001,6.20119047164917,0.3954514281039435,-5.010564116624163,-0.0
48784,1675,39,0.4327005135864497,BOC(C=S)(CC=C[IH4])C(=O)[IH4],-7.63165468048796,-10.691618,True,0.2618952691555023,-0.5516000000000005,5.4185285568237305,0.26076620644953685,-6.712904185677072,-0.0
48823,1676,38,0.43248416332965656,CC(Cl)(Br)C(Br)(OF)C(O)(Cl)CC=PF,-3.0977835689014417,-0.15509719,True,0.15499494969844818,4.279000000000001,7.61962890625,0.5413021842360366,-6.092525123428497,-0.0
48864,1677,39,0.4322679212479917,OC(Br)(C=I)CC(P)n1c2bc(=[IH3])n1C2OBr,-8.105933302571803,-7.084338000000001,True,0.566604495048523,2.0628900000000003,5.967032432556152,0.31539532673776105,-7.795329845598806,-0.0
48904,1678,39,0.43205178728736776,CC(C)(O)C(P)(CC(O)(Br)CCl)OPPN,-2.489950782779188,2.3876207000000003,True,0.2423919439315796,2.1184000000000007,8.723085403442383,0.4726368889263892,-5.9040621357294025,-0.0
48944,1679,39,0.4318357613937241,BC(Br)(CC(Br)(Br)C(Cl)OBr)P(Br)Br,-5.8392372375016475,-12.559789,False,0.11205983906984328,5.537500000000001,7.249040126800537,0.221778375043488,-6.2006095628152895,-0.0
48983,1680,38,0.4316198435130272,O=CC(Br)(CC(Cl)(Br)C1(Br)CC1O)OBr,-4.191366451885616,5.136180400000001,True,0.21436160802841187,3.2214000000000014,6.435111045837402,0.4721616526552512,-5.802492002146512,-0.0
49028,1682,39,0.4311883315744751,CC(Cl)(Br)C(Br)(OCl)C(F)(CCl)NBr,-3.962523010997165,-2.2384612999999995,False,0.5437941551208496,4.402000000000001,7.548872947692871,0.3726169679404764,-5.7493478135037055,-0.0
49068,1683,39,0.4309727374086879,BC(N)(I)C(F)(CC(Cl)Br)C(O)(Br)C(=PO)C(I)=C=S,-8.144588274735067,-10.682841999999999,True,0.1489018052816391,2.7521000000000004,5.907224655151367,0.10018013679044896,-6.495693729181656,-0.0
49107,1684,38,0.4307572510399836,O=C([IH4])C(OP)OC1(SBr)P(Br)C1(P)Cl,-8.062310063244675,-24.668694,True,0.10125647485256196,3.296600000000002,5.897337913513184,0.17264455153816452,-6.856125539228913,-0.0
49148,1685,39,0.4305418724144636,CCC(Br)(CC=CC(C)O)OBr,-1.6741716064878962,19.503841,False,0.1587754338979721,3.1412000000000027,6.864429950714111,0.6243030808866205,-4.9138568470990815,-0.0
49186,1686,37,0.4303266014782564,OC(F)(Cl)CC(Br)(OC(I)=I)C(Br)(Br)C(Cl)C(=P)Cl,-5.501135719458373,-4.9803505,True,0.12555308640003204,5.901100000000002,7.762330055236816,0.19880045375668245,-6.12090257700203,-0.0
49228,1687,39,0.4301114381775173,CC(C#N)(CBr)C(=BOBr)CC(Br)(OF)C(C)(Cl)OO,-6.378741749698457,-4.880574,True,0.06202413514256476,3.8562800000000017,6.218714714050293,0.23651108703053456,-6.056844109175856,-0.0
49268,1688,39,0.4298963824584285,CCCC(Br)(N(Br)OO)C(O)(Br)C=O,-6.399040243449089,12.428078999999999,True,0.18604283034801486,2.1766,5.494373798370361,0.1788207325498553,-5.249822103216067,-0.0
49308,1689,39,0.42968143426719935,NC(CCC(Br)=I)C(O)(Br)C(Cl)Br,-4.472738940008155,-0.26271063,True,0.3237653970718384,3.0970000000000004,5.901700973510742,0.4389830347732699,-5.484759834155237,-0.0
49348,1690,39,0.4294665935500658,BC(=O)C(C#[SH])CC(=S)C(O)(Br)C(S)(Br)[IH4],-7.020529475332941,-8.505658,True,0.08163359761238098,0.8374999999999995,6.529899597167969,0.16504616358336838,-6.36448361126989,-0.0
49386,1691,37,0.4292518602532908,CC(Br)(OCl)C(O)(CCCC=I)OP,-6.322698099543888,2.773222,True,0.2693319916725159,3.170700000000002,5.864631652832031,0.2270140371262381,-5.720006169150133,-0.0
49428,1692,39,0.42903723432316415,CC(O)(Br)C(C)([IH4])CBr,-0.8639274419411815,8.150886999999999,False,0.4639007449150085,1.6076,9.022238731384276,0.5740584499343196,-5.363294799474758,-0.0
49468,1693,39,0.4288227157060026,CC(O)(Br)C(F)C([IH4])CBr,-1.447328789134123,11.684214,False,0.2099649012088776,1.5556000000000003,8.934401512145996,0.5696700958333434,-5.76231204697577,-0.0
49507,1694,38,0.4286083043481496,CC(N)CC1(Br)CO1,-1.1738677890078506,20.260334,True,0.2635284960269928,0.8451000000000002,8.031599044799805,0.5047921293778669,-4.551164683003682,-0.0
49548,1695,39,0.4283940001959756,C=CC(O)(Br)C(Br)(Br)CBr,-2.880646042197424,14.356371,True,0.09171702712774277,3.1369000000000007,5.970368385314941,0.5689234353622192,-4.99141474528718,-0.0
49588,1696,39,0.4281798031958776,O=C(C(O)O)C12B=C1CC(Br)(CCl)OB2,-6.038667913888512,-9.645771,True,0.6038650870323181,-1.0255999999999998,5.444518089294434,0.3967986835395795,-6.227267163800372,-0.0
49628,1697,39,0.4279657132942797,CCC(O)(Br)CC1C(O)(Br)C#CC1(F)Br,-3.0094924013431745,20.827406,True,0.225644126534462,2.647400000000001,7.5683650970458975,0.5565075691382355,-6.076897659220591,-0.0
49668,1698,39,0.4277517304376325,BC1(Br)C([IH4])C1C(C)(O)Br,-2.8146957524030167,10.187503,True,0.4688582420349121,0.17669999999999986,9.660018920898438,0.3877838467512785,-6.281145559970202,-0.0
49706,1699,37,0.4275378545724137,CC(C)CC(=S)C(O)(Br)N(Cl)Br,-4.765785059104476,-1.7289921999999998,True,1.1366639137268066,3.2091000000000016,5.6250953674316415,0.279687672200635,-4.588714128348418,-0.0
49748,1700,39,0.4273240856451275,CC(I)(CC(O)SCl)C(O)(Br)NON=BB=BBr,-7.076246013885712,-12.376982,False,0.16042712330818176,1.6888999999999998,7.6686201095581055,0.11104828583121734,-6.836987852609682,-0.0
49788,1701,39,0.427110423602305,CCC(=P)C(O)(Br)CP,-3.5910696334314647,10.794049000000001,True,0.3886013925075531,1.6702000000000012,6.004153728485107,0.5760078325180139,-5.644704504718343,-0.0
49828,1702,39,0.4268968683905039,CC(C)(N)CCC(O)(Br)C(=C(S)S)C(O)C=N,-5.112988226430997,22.680159,True,0.09818853437900543,1.66907,6.413325309753418,0.25182420260108923,-5.2285718356282205,-0.0
49868,1703,39,0.4266834199563087,C=C(S)C1(C(Br)(OBr)C(Cl)(Br)C(=N)B=S)OO1,-8.249567096012589,-13.716092000000002,True,0.3554297685623169,3.62967,5.014915943145752,0.14988726427770696,-6.292958648815034,-0.0
49908,1704,39,0.42647007824633054,OC(Br)(C(I)=CS)C(O)(P)C(C#[SH])CF,-7.7118140858972,10.497954,False,0.3239994645118713,2.3145,5.111125469207764,0.23152988307631944,-6.4011371816405545,-0.0
49948,1705,39,0.4262568432072074,CC(C(CI)CCBr)C(C)(O)Br,-0.03443633663660675,27.315004,False,0.3737046718597412,3.562100000000003,9.678298950195312,0.5394397267516626,-4.90075231863117,-0.0
49986,1706,37,0.4260437147856038,CC(O)(Br)CCCCI,1.0415894766168274,28.861057000000002,False,0.354413777589798,2.6951000000000014,10.166296005249023,0.4809097352113834,-3.979642114934213,-0.0
50028,1707,39,0.425830692928211,NC12CCC(C1)C(Br)(OCl)C2,-3.0599579081082893,-2.4776897,True,1.2056305408477783,2.1493,5.8288984298706055,0.7129854045691518,-5.911703600055479,-0.0
50068,1708,39,0.42561777758174696,CC(N)(O)C1B(Cl)CC2(Br)B(P1C=O)C2(SCl)SSCl,-8.686871437128323,-8.799866999999999,False,0.30661046504974365,3.813100000000001,5.5337090492248535,0.15760807381685102,-7.04351745819989,-0.0
50108,1709,39,0.4254049686929561,NC1(CF)C(C2(C(O)=I)CC(=I)C2)C1(O)Br,-5.686060301315168,5.613129,True,0.15359196066856384,1.6916999999999998,5.536601066589356,0.3943213550828865,-5.981003463340897,-0.0
50147,1710,38,0.4251922662086097,BC(=C=P)C(CSCl)CC(C)(O)Br,-1.424889416274714,9.163122,False,0.1911812573671341,2.044,10.212692260742188,0.4763392416530794,-6.025901347452834,-0.0
50186,1711,37,0.4249796700755054,CC(O)(Br)CC(C)(C)CCCC(N)=BO,0.6423900568015446,21.069328,True,1.0826698541641235,1.3764999999999996,10.289165496826172,0.5076097891948548,-4.551626473124085,-0.0
50227,1712,38,0.4247671802404677,CC1(F)C(=I)C(C(Cl)Br)C1O,-3.5795217556361822,1.8813119999999999,True,0.4240092039108277,2.2725000000000013,6.081147193908691,0.5645869251592062,-5.617312649993257,-0.0
50268,1713,39,0.42455479665034745,O=C(CS)CC(Br)(CCCl)OOOCl,-3.0703118534098714,3.0686388,True,0.4510881900787354,2.629100000000001,8.05885124206543,0.3220175948712124,-5.042608604636445,-0.0
50308,1714,39,0.4243425192520223,BC(SC(=[IH3])C(CBr)OCl)C(C)O,-6.062149431042948,-10.820829,True,0.20348069071769714,0.7552999999999996,5.170485973358153,0.40356212454524537,-6.106703234504887,-0.0
50348,1715,39,0.4241303479923964,BC(=CBr)C(Br)(CCl)ONBr,-6.3140360418585555,-5.110115,True,0.10873478651046753,2.0169,4.945927619934082,0.3540476612033069,-5.870035824799006,-0.0
50388,1716,39,0.42391828281840016,CCCCC1(Br)CC(Br)(C(O)(Br)C2(C#[IH2])C(Cl)N2Cl)O1,-5.847037680669158,2.0345334999999998,False,0.07386940717697144,4.494700000000004,7.7569637298583975,0.15987117099431336,-6.170148773872715,-0.0
50428,1717,39,0.42370632367699096,CB=C(C(C)O)C(O)(Br)C#[IH2],-6.047072018848872,2.4964470000000003,False,0.054516725242137916,0.2341999999999998,4.934996128082275,0.4318091147362885,-6.108598996678301,-0.0
50468,1718,39,0.4234944705151525,CC(O)(Br)B1N=NP(N)B(P)C(=P)C(Cl)(CP)B1P,-14.945057865448911,-8.191844,True,0.192185252904892,1.9115000000000009,4.562714099884033,0.3950023056748777,-7.224594719290204,-2.0
50505,1719,36,0.4232827232798949,ClOOC1(Br)CC(CI)C1=I,-6.6935974337942,-5.9960027,True,1.4541878700256348,3.241900000000001,5.432614326477051,0.2754477494500228,-6.033297670418356,-0.0
50548,1720,39,0.42307108191825504,CPC(C)(Br)C(F)(Br)C1(Br)CC(C)CC(C)(S)O1,-4.2481791196928835,14.030378,True,0.42283928394317627,5.650200000000004,8.025991439819336,0.3066490552783329,-5.904363311138497,-0.0
50588,1721,39,0.4228595463772959,CC1OC(C[IH4])C(C(Cl)(Br)OSBr)=PCC1(O)Cl,-10.394951625345248,-14.327369000000001,True,0.4047327935695648,3.4461000000000026,6.65390682220459,0.2402175535213207,-6.798644924630659,-1.0
50628,1722,39,0.4226481166041073,BC(C(N)(S)CN)C(O)(Br)CCl,-6.232126894338074,6.892287,False,0.2762118279933929,-0.7262,5.9066505432128915,0.2366385401659617,-5.7304665361378015,-0.0
50668,1723,39,0.4224367925458053,CCCC(F)(C#N)SC(Br)([IH4])ON,-4.5543458239767824,5.855395,True,0.347548246383667,1.9697799999999999,6.753726482391357,0.3394061839826505,-5.51606498381647,-0.0
50708,1724,39,0.4222255741495324,CC(Br)(OP(Cl)OS)C(Cl)I,-5.770897107291191,1.2836287,False,0.4969962537288666,4.441100000000001,6.8087406158447275,0.24137046768151024,-5.971419509498813,-0.0
50748,1725,39,0.4220144613624576,CC1CC(Br)(OBr)C2(Br)P=CC12,-5.745051313771203,14.893135999999998,False,0.28093355894088745,3.9133000000000018,5.348003387451172,0.4962740132805387,-6.517719740488478,-0.0
50788,1726,39,0.4218034541317765,NCC1CC(O)(Br)C1Br,-0.9425417232222648,22.86448,False,0.1715112328529358,0.812,7.326066493988037,0.6843327349704079,-4.972531139030829,-0.0
50828,1727,39,0.4215925524047106,C=CC(CCCC)C(C)(O)Br,0.5480941976983646,31.127640000000003,False,0.09400177001953124,3.0822000000000016,8.999255180358887,0.5582983015782597,-4.083859985689289,-0.0
50867,1728,38,0.42138175612850826,NC1C(Br)CC1(Br)OOCl,-3.7122954419468273,-4.663026,True,0.2917614281177521,1.6741,6.835036277770996,0.4787321653602366,-5.708709236324882,-0.0
50908,1729,39,0.42117106525044395,NC12PC1CC(Br)C2(Br)OBr,-5.946113042223664,-0.46274644,True,0.3359441161155701,2.287,4.631594181060791,0.5698793796295095,-6.654011854237287,-0.0
50948,1730,39,0.4209604797178188,CC(Cl)NC(=P)C(S)OSSC(O)(Br)OCl,-7.320086534379678,-13.175685000000001,True,0.1666693389415741,3.1713000000000005,6.546978950500487,0.10899682881204363,-6.2873392325716635,-0.0
50988,1731,39,0.42074999947796,OC1CC(O)(OCl)C1(CCl)CCl,-2.9664587654251435,3.361536,True,0.4419154226779938,1.0739999999999998,6.2222394943237305,0.5683359678651715,-5.224988857024639,-0.0
51028,1732,39,0.42053962447822096,CC(O)CC(N)(O)C(O)(Br)c1bnc(ON)c(OF)n1,-5.789406830441131,2.1972814,True,0.18756169080734253,-1.7112999999999996,6.660907745361327,0.2276532350524914,-5.806946197585184,-0.0
51070,1734,39,0.4201191899886489,N=C1C(Br)(OO)C#CC2(OI)C(I)C12O,-8.810089333855602,-6.775919,True,0.386398196220398,1.25767,4.891770839691162,0.17563463390578704,-6.830697503505861,-0.0
51110,1735,39,0.4199091303936546,NC1CCC1(Br)C(Br)(OCl)C(S)(Br)C=S,-6.3111160463529945,4.338613,True,0.8428331017494202,3.5235000000000003,5.120716571807861,0.3814109302414722,-6.147126809018163,-0.0
51150,1736,39,0.4196991758284578,CCCC(O)C(C)(O)Br,2.0976793019111417,30.02668,False,0.6355022192001343,1.2508,9.649478912353516,0.6681522663692635,-3.888446248026208,-0.0
51190,1737,39,0.4194893262405436,OCC(O)C(Cl)CCC(Br)(CCl)OBr,-2.0434556980898786,-2.1469216,True,0.27634820342063904,2.383700000000001,6.203136920928955,0.6726133214191794,-5.073944419838547,-0.0
51229,1738,38,0.41927958157742334,CC(O)(Br)C(S)C(C=I)OBr,-2.7955075581008346,15.934834500000001,True,0.2043391913175583,2.3205,9.249199867248537,0.41668646893973743,-6.168006478135947,-0.0
51270,1739,39,0.41906994178663465,CC1(Br)OOCCC(O)(I)C1Cl,-7.2365671633558275,10.394430999999999,False,0.06074923649430275,2.1804,7.214242935180664,0.4030673671885302,-5.529532814909085,-1.0
51310,1740,39,0.4188604068157413,CC1(C(O)(Br)B(O)Br)CC1N,-4.0626189304186315,12.786952000000001,False,0.5952466726303101,0.22180000000000025,5.706255912780763,0.50259230258828,-5.3981437562424555,-0.0
51350,1741,39,0.4186509766123335,BSC(C)OC(SO)C(F)(CCl)OO,-5.812932231670279,2.2384264,False,0.3115461766719818,1.5568,7.431908130645753,0.18170715034285256,-6.058752112146241,-0.0
51388,1742,37,0.4184416511240273,CCC(C#N)CC(C)(O)Br,2.293216349381697,28.911790000000003,True,0.40354567766189575,2.0296800000000004,10.077142715454102,0.7176263034491568,-4.3054231039796615,-0.0
51430,1743,39,0.4182324302984653,CC(CCC(=S)Br)CC(C)(Br)ON,-2.8918425597300623,19.539783,False,0.06384532898664473,3.516500000000001,7.692435264587402,0.34965035871258504,-4.819171277522765,-0.0
51470,1744,39,0.4180233140833161,CC(Br)(C1C2=CC(=I)CC21Br)C(O)(Br)C=I,-6.573006607350918,23.32682,False,0.2594803273677826,4.1617000000000015,5.2769808769226065,0.36406146999039946,-6.36289230874417,-0.0
51508,1745,37,0.4178143024262745,CC(CCC=O)CC(C)(O)Br,1.2888968964532834,30.917766999999998,True,0.4733406901359558,2.0951,9.803102493286133,0.571964158337668,-4.082114381293686,-0.0
51550,1746,39,0.41760539527506135,BC1(C2(O)P=C2Cl)C=PB(Br)P=C1I,-7.908551936839816,-16.539710999999997,True,0.12134435027837752,2.4482,4.545356750488281,0.3801887793057621,-7.083790784534748,-0.0
51589,1747,38,0.41739659257742384,BOC1=PC2(C#[IH2])C(C#[IH2])(OBr)C2(F)C1Br,-9.18565781943104,-22.172132,True,0.2127182185649872,1.6479,5.470150947570801,0.20888596624913375,-7.722688261571831,-0.0
51629,1748,38,0.4171878942811352,CC(Cl)(Br)CC(O)(Br)C=O,-0.3096481549969465,10.170619,True,1.0494210720062256,2.0088,8.532497406005861,0.638461690058749,-4.968048796287354,-0.0
51668,1749,37,0.4169793003339946,CCCC1SCC(C)(C(=S)C(O)(Br)CCO)C1N,-3.2608790010264133,14.577039000000001,True,0.2853992581367493,2.0713,6.366821765899657,0.5022912063826592,-5.167615137396616,-0.0
51710,1750,39,0.4167708106838277,CC(=O)CC(C)CC(Cl)(I)C(O)(Br)C=I,-3.931033211036696,15.143645000000001,True,0.09045243263244628,3.682500000000002,6.045234203338622,0.4272848238276122,-5.060402878106252,-0.0
51748,1751,37,0.41656242527848575,CC(=O)C1=POC(Br)(CCl)CC1CS,-3.1646569822899617,7.190025299999999,True,0.5158861875534058,2.9053000000000018,7.284311294555664,0.4920157487154524,-5.630964485158449,-0.0
51790,1752,39,0.4163541440658465,CCCCC(F)(Br)C(=[IH3])OF,-2.3236018984764657,16.136953,False,0.32274529337883,2.9002000000000017,6.58268928527832,0.5501676656269682,-4.820972088535269,-0.0
51830,1753,39,0.4161459669938136,ON(Cl)C(O)(Br)C(Br)(B(Cl)Cl)C(=P)CI,-7.8455436112940715,-7.845573399999999,False,0.20113156735897064,3.2612999999999994,6.106243133544923,0.08334040545529048,-6.2780471638003705,-0.0
51870,1754,39,0.4159378940103167,CC(Br)(OBr)C1(Br)CCC(Br)C1Br,-4.020420827186342,4.8839239999999995,True,0.1986065357923508,4.878500000000002,6.419616222381593,0.483507922206616,-5.718802413355203,-0.0
51910,1755,39,0.4157299250633116,CC(CC(C)(O)Br)C1CCC1,3.139134686104018,35.215714,False,0.1376228630542755,2.916100000000002,10.338052749633787,0.7262128696514809,-3.8282352604145653,-0.0
51946,1756,35,0.41552206010078,CC(N)CC(Br)(CS)OCl,-2.559090885067389,8.72453,False,0.3437340259552002,1.9151,6.3944478034973145,0.5888799127682455,-5.124406488595046,-0.0
51990,1757,39,0.4153142990707296,CC1C(C(O)(Br)C=[IH3])CC2(C=C2)C1N,-5.286990983412832,7.862472,False,0.0798727348446846,1.0435,6.300849437713622,0.4313863349004844,-6.376730585692138,-0.0
52030,1758,39,0.41510664192119423,CC(=P)C1CC(O)(Br)C1,0.6252620378980871,22.540613,True,0.07754501700401306,1.815,10.190458297729492,0.515360718605145,-4.547292342889892,-0.0
52070,1759,39,0.4148990886002337,COC(Br)(CC(I)NS)POBr,-5.7859341533409605,5.051662,True,0.8352066874504089,3.1871000000000014,7.4328556060791025,0.21327036854376005,-6.226530296230596,-0.0
52110,1760,39,0.4146916390559336,CCCC(SNCl)C(I)C(F)C(Br)([IH4])C(O)(Br)BNCl,-8.159673304918915,-12.945583000000001,False,0.2169593870639801,3.2797000000000027,5.9489803314208975,0.10758939779371124,-6.580200332121731,-0.0
52150,1761,39,0.4144842932364056,CC(O)(Br)C(=I)C(Cl)(Br)OBr,-3.7529023727575264,-1.6447191000000003,True,0.2553470730781555,3.3112000000000013,6.597811698913574,0.4905992694228852,-5.657236866500787,-0.0
52187,1762,36,0.41427705108978746,NC(Cl)(CCC(O)(Br)C=S)OBr,-3.886619716472648,-0.56258565,True,0.24436454474925995,2.0276,7.748027801513673,0.34768819722284205,-5.668061760250446,-0.0
52230,1763,39,0.4140699125642426,C=C(Cl)CC(P)C1(C)OC2(Br)CC(S)(Cl)C21P,-6.179980952879388,-4.480186,True,0.2576048076152801,4.135300000000004,5.215949058532715,0.4290123912767682,-6.387089243373544,-0.0
52270,1764,39,0.4138628776079605,B=BC1(Br)CC(N=BB)(C(=I)SBr)N1C(C)=P,-8.710792107729553,-19.268182999999997,True,0.08302678167819977,1.2936,5.555883407592773,0.18542612961006516,-7.2449785289349125,-0.0
52308,1765,37,0.4136559461691565,B#CCC(N)C(Br)(OCl)C(N)(O)[IH4],-6.863483694071541,-8.186774,True,0.290089875459671,-0.9378999999999996,6.674417495727539,0.1919790303464785,-6.4913665649244665,-0.0
52350,1766,39,0.413449118196072,CC(O)(Br)C(O)P1BC(CO)=C1F,-2.2473165086068887,15.213629999999998,False,0.18974249064922333,0.3860999999999997,9.72793197631836,0.39496018562037855,-5.899007641159128,-0.0
52389,1767,38,0.4132423936369739,CCCC1(S)COC(Br)(C(Cl)Cl)C1O,-3.0251019935455,2.9341471,True,0.2848253846168518,2.7411000000000016,5.854875087738037,0.617522348804395,-5.326755958300086,-0.0
52430,1768,39,0.4130357724401553,B=C(N)C(=I)CC(Br)(OBr)C(P)C(Cl)Br,-7.220196879499475,-6.5373387,True,0.20319834351539606,2.5945,5.894364356994629,0.2371471047174396,-6.5438947699981425,-0.0
52470,1769,39,0.4128292545539354,O=POC1(Br)C#CCC1I,-7.106010372528595,3.0177875,True,0.22445490956306455,2.5116000000000005,5.39326286315918,0.3360294614936921,-6.71273982192838,-0.0
52510,1770,39,0.4126228399266584,N#CC1(C(=P)C(Cl)(Br)OBr)C(NI)C1(Br)OBr,-8.186655880007033,-13.398879999999998,True,0.10534414649009703,4.165080000000001,5.2147088050842285,0.21090171418365972,-6.738891239007065,-0.0
52548,1771,37,0.4124165285066951,BCC(C)CC(C)(O)Br,0.2644797879498746,28.738651,True,0.450797289609909,1.1674,10.258319854736328,0.5262185230710938,-4.956072821452782,-0.0
52590,1772,39,0.4122103202424418,CC(S)(C(=O)C(O)(Br)C(Cl)(Cl)C#N)C(F)I,-5.91943751213896,0.9257470999999999,False,0.3036056160926819,2.75558,4.402910232543945,0.3819478519873125,-5.3527675726526365,-0.0
52629,1773,38,0.4120042150823206,N=C(Cl)C(Br)(CP(Cl)Br)OBr,-6.0512288287096,-9.815969,True,0.08214016258716582,4.5657700000000006,4.7984161376953125,0.4111300580072288,-5.897852125165306,-0.0
52670,1774,39,0.4117982129747795,B=C1NN(C)C(C)(Br)C1N(OBr)SBr,-3.792433714184963,-10.189,True,0.5738025307655334,1.4484,9.715801239013672,0.2503779962740899,-6.302790784534747,-0.0
52710,1775,39,0.4115923138682921,CC(SCB=S)(C(=O)SP)N(Br)Br,-6.774302383302946,-8.312006,True,0.11925937235355374,3.181700000000001,5.026324272155762,0.31386304194245795,-6.063008555193919,-0.0
52748,1776,37,0.411386517711358,B=C(C)CCC(C)(Br)ON,-1.1651463861111024,20.814753,False,0.1598544716835022,0.8611,9.853260040283203,0.4201390563298434,-5.236378591441026,-0.0
52790,1777,39,0.4111808244525023,CC(Br)C(O)(Br)C(Cl)(Br)C(C)(Br)CCl,-3.3319335970648067,4.7530779999999995,False,0.31414157152175903,4.575700000000001,6.098194122314452,0.5607981896547273,-5.400708983304247,-0.0
52830,1778,39,0.4109752340402761,CCC(C(Cl)(Cl)Br)C(O)(Br)C=[IH3],-3.7814590272036033,-5.1546164,False,0.6041931509971619,3.056500000000001,6.176926612854004,0.5092185674294859,-5.515267542743815,-0.0
52870,1779,39,0.41076974642325603,B=C(Br)CC1(C)OC(Cl)C1Cl,-3.345648640985734,10.131496,False,0.0802159532904625,1.7633,6.8317413330078125,0.5412044550578222,-5.777931203410673,-0.0
52910,1780,39,0.4105643615500444,BC(Br)(n1[nH]s1)C(O)(Br)C(I)([IH4])OBr,-7.350777558785051,-16.237898,True,0.05293029174208641,1.379,5.96031665802002,0.2973191211937391,-7.056829550971875,-0.0
52949,1781,38,0.4103590793692694,CC(=I)C(F)C(Br)(CF)CC1(Br)OC1Br,-5.826342890214384,8.656471,True,0.15486866235733032,4.287500000000001,6.147367477416992,0.2965131114934977,-5.91250904996356,-0.0
52989,1782,38,0.4101538998295848,B=CC(Br)(CC(=C)C(B)(Cl)C(=P)Br)OB(Cl)Br,-7.843268569301927,-6.945654400000001,False,0.17986969649791718,2.5979000000000005,5.375378608703613,0.23442068769274066,-6.701565242221628,-0.0
53030,1783,39,0.40994882287966994,BOSPC(C)(Br)C(P)(CI)OBr,-6.827330327575628,-1.9649765,False,1.202627182006836,3.236800000000001,6.879546642303468,0.19085185881795924,-6.589859389410878,-0.0
